paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W3169717126,A Quantized Kernel Least-mean-square Algorithm Based on Echo State Network for Online Time-series Prediction,2021,1,0.2,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/icist52614.2021.9440563,,"Kernel least mean square (KLMS) algorithm is a popular method for online time-series prediction. It has the advantages of high robustness, low computational complexity, model simplicity, and online learning ability. Unfortunately, as input data grows, its dictionary size increases and the computatio"
W3199637548,Virtual sounding of solar-wind effects on the AU and AL indices based on an echo state network model,2021,1,0.2,General RC / ESN Methods,Physics and Astronomy; Physical Sciences,https://doi.org/10.5194/angeo-2021-54,,"Abstract. The properties of the auroral electrojets are examined on the basis of a trained machine learning model. The relationships between solar-wind parameters and the AU and AL indices are modeled with an echo state network (ESN), a kind of recurrent neural network. We can consider this trained "
W3157829638,A combination forecasting model of wind speed based on decomposition,2021,87,17.4,Climate & Earth Sciences,Engineering; Physical Sciences,https://doi.org/10.1016/j.egyr.2021.02.002,,"Due to the intermittent, fluctuating and random characteristics of wind system, the output of wind power will become unstable with the change of wind, which brings severe challenges to the safe and stable operation of the power system. An effective way to solve this problem is to accurately forecast"
W3159924392,TE-ESN: Time Encoding Echo State Network for Prediction Based on Irregularly Sampled Time Series Data,2021,1,0.2,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.48550/arxiv.2105.00412,,"Prediction based on Irregularly Sampled Time Series (ISTS) is of wide concern in the real-world applications. For more accurate prediction, the methods had better grasp more data characteristics. Different from ordinary time series, ISTS is characterised with irregular time intervals of intra-series"
W3185135167,Data-driven estimation using an Echo-State Neural Network equipped with an Ensemble Kalman Filter,2021,10,2.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.23919/acc50511.2021.9483373,,"This paper considers the problem of data-driven estimation with sparse measurements for a complex nonlinear system. While model-based nonlinear estimation methods are well known, state estimation from partial observations with unmodeled dynamics is less understood. Here we use a method for model-fre"
W3191457557,FlyBeam: Echo State Learning for Joint Flight and Beamforming Control in Wireless UAV Networks,2021,7,1.4,Signal Processing & Comms,Engineering; Physical Sciences,https://doi.org/10.1109/icc42927.2021.9500519,,"This paper aims at designing high-data-rate swarm UAV networks with distributed beamforming capabilities. The primary challenge is that the beamforming gain in swarm UAV networks is highly affected by the UAVs’ flight altitude, their movements and the resulting intermittent link blockages, as well a"
W4320931781,Speech Emotion Recognition System by Quaternion Nonlinear Echo State\n Network,2021,5,1.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.48550/arxiv.2111.07234,,"The echo state network (ESN) is a powerful and efficient tool for displaying\ndynamic data. However, many existing ESNs have limitations for properly\nmodeling high-dimensional data. The most important limitation of these networks\nis the high memory consumption due to their reservoir structure, whi"
W3205194425,Echo-state neural networks forecasting steelworks off-gases for their dispatching in CH4 and CH3OH syntheses reactors,2021,3,0.6,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.14428/esann/2021.es2021-41,,"In the era of European Green Deal, steelworks are committed to reduce their CO2 emissions by preserving their competitiveness. One of the options to achieve such aim is the valorization of process off-gases. Methane and Methanol production can be obtained by coupling novel reactors with an advanced "
W3187117945,Multi-Timescale Lifespan Prediction for PEMFC Systems Under Dynamic Operating Conditions,2021,51,10.2,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1109/tte.2021.3103921,,Data-driven prognostic methods aim at estimating the remaining useful life (RUL) of the proton exchange membrane fuel cell (PEMFC) system and contribute to its lifespan extension and reliability improvement. Lack of dynamic health indicator (HI) and low prediction accuracy is the weaknesses for curr
W3119672720,Neural-Based Ensembles for Particulate Matter Forecasting,2021,59,11.8,General RC / ESN Methods,Environmental Science; Physical Sciences,https://doi.org/10.1109/access.2021.3050437,,"The air pollution caused by particulate matter (PM) has become a public health issue due to the risks to human life and the environment. The PM concentration in the air causes haze and affects the lungs and the heart, leading to reduced visibility, allergic reactions, pneumonia, asthma, cardiopulmon"
W3129945252,Long-Term Performance Prediction of PEMFC Based on LASSO-ESN,2021,54,10.8,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1109/tim.2021.3058365,,"In recent years, with wide application of proton exchange membrane fuel cell (PEMFC) in vehicles and portable applications, researches regarding PEMFC lifetime behavior and associated prognostic techniques receive more interest. In this article, a least absolute shrinkage and selection operator-echo"
W3205019815,Degradation identification and prognostics of proton exchange membrane fuel cell under dynamic load,2021,54,10.8,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1016/j.conengprac.2021.104959,,"Proton exchange membrane (PEM) fuel cell has seen its recent increasing deployment in both automotive and stationary applications. However, the unsatisfied durability of the fuel cell has barriered in the way of its successful commercialization. Recent research on prognostics and predictive maintena"
W3196522492,Comparative Analysis of Neural Networks Techniques to Forecast Global Horizontal Irradiance,2021,20,4.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/access.2021.3110167,,"Due to the continuous increasing importance of renewable energy sources as an alternative to fossil fuels, to contrast air pollution and global warming, the prediction of Global Horizontal Irradiation (GHI), one of the main parameters determining solar energy production of photovoltaic systems, repr"
W4226211276,Echo state graph neural networks with analogue random resistor arrays,2021,1,0.2,Physical & Hardware RC,Engineering; Physical Sciences,https://doi.org/10.48550/arxiv.2112.15270,,"Recent years have witnessed an unprecedented surge of interest, from social networks to drug discovery, in learning representations of graph-structured data. However, graph neural networks, the machine learning models for handling graph-structured data, face significant challenges when running on co"
W3188112350,Nonlinear Adaptive Control of Unmanned Aerial Vehicle Using Echo State Neural Networks,2021,2,0.4,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/icuas51884.2021.9476857,,This paper presents the use of Echo State neural Networks (ESN) for nonlinear adaptive control of a fixed-wing unmanned aerial vehicle (UAV). Both offline and online trained ESNs are investigated. Flight test data and simulated data are used to train the ESNs offline. The first offline trained ESN i
W3119931248,Mobility-Aware Seamless Handover With MPTCP in Software-Defined HetNets,2021,40,8.0,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/tnsm.2021.3050627,,"In this article, the problem of vertical handover in software-defined network (SDN) based heterogeneous networks (HetNets) is studied. In the studied model, HetNets are required to offer diverse services for mobile users. Using an SDN controller, HetNets have the capability of managing users' access"
W4200527964,Energy Consumption Forecasting for Smart Meters Using Extreme Learning Machine Ensemble,2021,23,4.6,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.3390/s21238096,,"The employment of smart meters for energy consumption monitoring is essential for planning and management of power generation systems. In this context, forecasting energy consumption is a valuable asset for decision making, since it can improve the predictability of forthcoming demand to energy prov"
W3129277025,Echo State Networks for Reinforcement Learning.,2021,0,0.0,Control & Robotics,Computer Science; Physical Sciences,,,Echo State Networks (ESNs) are a type of single-layer recurrent neural network with randomly-chosen internal weights and a trainable output layer. We prove under mild conditions that a sufficiently large Echo State Network (ESN) can approximate the value function of a broad class of stochastic and d
W3175607432,A Cost-Efficient Digital ESN Architecture on FPGA for OFDM Symbol Detection,2021,21,4.2,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.1145/3440017,,The echo state network (ESN) is a recently developed machine-learning paradigm whose processing capabilities rely on the dynamical behavior of recurrent neural networks. Its performance outperforms traditional recurrent neural networks in nonlinear system identification and temporal information proc
